name,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Indegree,Outdegree,NeighborhoodConnectivity
4936,0,0,0,1,0,11
4937,2.072217447,0.154739752,0,4,10,14.64285714
4938,3.789408908,0.156963,0,6,10,13.0625
4945,0,0,0,1,0,11
4946,0.266983965,0.141041053,0,2,1,15.66666667
4947,0,0,0,1,0,11
4948,0,0,0,2,0,11.5
3031,0,0,0,4,0,25.25
4943,0,0,0,1,0,12
4944,0.877176796,0.162975225,0.075757576,2,10,61.75
2166,0,0,0,1,0,13
2167,0,0,0,1,0,13
4949,0,0,0,4,0,12.5
4950,5.658647113,0.172413793,0,4,21,12.52
4951,1.738944754,0.156994648,0,2,10,10.25
4952,1.03687628,0.155056302,0,1,9,12.3
4953,0.208672162,0.666666667,0,3,2,10
4954,0,0,0,5,0,12
4955,0,0,0,1,0,13
4956,0,0,0,3,0,10.33333333
3281,0,0,0,11,0,15.90909091
4961,0.436136275,0.129698053,0,1,1,14.5
2181,1.414996584,0.154725775,0,3,10,11.69230769
2182,0,0,0,4,0,13
2183,4.498197385,0.161020454,0,2,10,15.91666667
4960,0,0,0,9,0,12.77777778
2870,2.137669269,0.154118833,0,8,9,24.17647059
5161,2.891516422,0.132492846,0.005847953,9,10,10.84210526
5881,0,0,0,2,0,12
6707,1.079532337,0.149021314,0,3,10,8.923076923
8179,1.835376256,0.159663709,0,2,10,11.91666667
8393,1.051076718,0.152291033,0,1,10,14.90909091
2188,0,0,0,2,0,14.5
2189,0,0,0,1,0,17
2192,0,0,0,2,0,18
2616,0,0,0,5,0,12.8
4962,0,0,0,2,0,15
4963,0,0,0,1,0,17
4964,1.241200353,0.139875557,0,3,10,12.07692308
2194,0,0.128737566,0,0,10,7.1
2195,0,0,0,1,0,10
2197,0,0,0,1,0,10
2199,0.371928096,0.14710934,0,2,10,8.583333333
2200,0,0,0,1,0,12
2203,0,0,0,3,0,12
2207,0,0,0,2,0,12.5
4965,3.204225017,0.152660191,0,1,9,11.6
4966,0,0,0,2,0,15
4967,2.100740468,0.148592148,0,2,9,9.727272727
4968,2.965307758,0.159788814,0,1,10,12.45454545
4969,0,0,0,1,0,17
4970,0.79171693,0.135881205,0,1,10,9.636363636
2913,0,0,0,6,0,13.33333333
3019,1.407213408,0.13994412,0,5,5,18.3
4974,2.201294908,0.152280203,0,4,10,10.28571429
2211,0,0.111859715,0,0,1,3
4975,0,0,0,6,0,15.83333333
4976,0,0,0,3,0,16
4977,0,0,0,4,0,12.75
4978,2.27192921,0.150052558,0,2,10,10.41666667
4971,0,0,0,1,0,11
4972,0,0,0,2,0,12.5
2220,1.641073969,0.140299437,0,3,10,10.69230769
2221,0,0,0,4,0,13.5
2223,0,0,0,6,0,14.33333333
4973,0,0,0,2,0,12
2225,2.21958859,0.14432069,0,1,10,8.818181818
2228,0,0,0,2,0,11
2229,1.701025418,0.126353524,0,3,9,7
2230,0,0,0,3,0,12
2231,0,0,0,1,0,11
2233,0,0,0,1,0,11
4988,0,0,0,2,0,10
4989,0,0,0,1,0,14
3043,0,0,0,7,0,15.42857143
4979,0,0,0,2,0,12
4980,0,0,0.05,5,0,17.2
2540,3.100826474,0.138314708,0,5,9,12.14285714
2740,0,0,0,6,0,12.33333333
2741,0,0,0,2,0,14
2742,0.929156784,0.115325578,0,3,1,21
2743,0,0,0,1,0,16
2235,2.821512219,0.159696456,0,4,10,12.28571429
2236,1.558626341,0.155883156,0,2,9,12.54545455
4984,0,0,0,2,0,19
4985,0,0,0,4,0,13
4986,1.00903773,0.147258566,0.005494505,4,10,12.57142857
4987,0,0,0,2,0,13
2909,3.048388827,0.133001025,0,3,10,8.230769231
4981,2.424704452,0.16349476,0.007575758,2,10,48.91666667
4982,0.4003229,0.159174116,0,1,10,13.72727273
4983,0,0,0,2,0,9
4994,2.869633413,0.138918174,0,5,10,10.73333333
5269,0,0,0.009090909,11,0,18.36363636
6029,0,0,0,6,0,13
7090,1.659362725,0.150752442,0,4,8,10.83333333
2242,0,0,0,1,0,15
4992,0,0,0,1,0,14
4993,0,0,0,2,0,12.5
4990,7.796369165,0.167095868,0.002133713,4,34,10.86842105
4991,6.39561162,0.153596471,0,5,10,8.4
2262,0,0.15569733,0,0,9,12.22222222
2263,1.692837161,0.153836483,0,4,10,8.642857143
4996,0,0,0,3,0,9.666666667
4997,0,0,0,1,0,14
4998,0,0,0,3,0,12
2458,0.06480081,1,0,6,1,11
4995,0.683109105,0.137652277,0.006410256,3,10,10.23076923
5013,0,0,0,4,0,18
5014,0,0,0,1,0,24
5015,0,0,0,1,0,24
2919,4.679113399,0.158136701,0.013071895,8,10,12.11111111
5002,0,0,0.083333333,4,0,16.75
5003,0,0,0,1,0,17
5004,0.6168325,0.141863354,0,2,10,12.66666667
5005,0,0,0,1,0,17
5006,1.828014122,0.160417291,0,2,10,48.33333333
2276,0,0,0.5,2,0,15
2277,1.067356144,0.140806865,0.00952381,5,10,13.6
2278,1.779071751,0.164831993,0.011111111,2,8,16.9
2280,1.209182836,0.154088333,0.007575758,2,10,10.58333333
5007,0.005261636,1,0,4,1,13.8
5008,7.003728876,0.158881799,0.002380952,11,10,27.61904762
5009,0,0,0,5,0,12.6
5010,0,0,0,7,0,12.71428571
2633,0,0,0,4,0,14.25
5011,2.841428028,0.161208357,0.008333333,6,10,12.5625
5021,0,0,0,5,0,12
5022,0,0,0,1,0,12
5023,0,0,0,1,0,12
5017,0,0,0,4,0,13.75
2490,0.533244392,1,0,8,5,10.07692308
6980,0,0,0,3,0,14.33333333
7388,3.634451327,0.143556308,0,1,10,9.363636364
7389,0,0,0,1,0,16
7390,0,0,0,5,0,13.2
7391,0,0,0,1,0,16
5018,0,0,0,4,0,12.25
5019,2.16017036,0.145782271,0.010989011,4,10,11.64285714
5020,0,0,0,1,0,11
2296,0,0.159278542,0.017857143,0,8,19.25
2445,6.333943242,0.162610115,0,6,10,12.375
2976,0.865576765,0.126135811,0,3,5,9.125
5024,0,0,0,6,0,18.83333333
5025,0,0,0,1,0,14
5026,0,0,0,3,0,14.33333333
2455,1.430122141,0.146255251,0,4,10,9.642857143
5028,0.813144883,0.135511431,0,3,1,13.5
2304,0,0.145107205,0,0,10,10.5
2308,0.09189253,0.137835055,0,2,3,8.4
2310,0.027444698,1,0,4,1,9.6
5199,0,0,0,6,0,14.16666667
5200,0,0,0,1,0,5
5201,1.591913463,0.15981863,0.004761905,5,10,44.53333333
5033,0,0,0,1,0,12
5041,0.766575486,0.125647307,0,2,1,19.33333333
2312,0,0.149062054,0,0,10,7.5
2313,0.270353827,0.152823624,0,2,10,9.25
2314,0,0,0,3,0,12.33333333
2315,2.531562927,0.143688767,0,4,10,12.42857143
2318,0.728094585,0.161096169,0.015151515,2,10,34.66666667
5034,1.304724516,0.146532993,0,3,10,9.538461538
5035,0,0,0,2,0,13
5036,0,0,0,3,0,11.66666667
6698,0,0,0,2,0,13.5
6699,0,0,0,1,0,14
5037,1.072392876,0.161090109,0.043956044,4,10,46.21428571
5038,0,0,0,2,0,15
5039,0,0,0,3,0,11.66666667
2320,0,0,0,4,0,13
2321,2.605729569,0.145039202,0,2,10,8.25
2322,0,0,0,4,0,11
2325,1.34242537,0.158490776,0,3,10,45.30769231
5043,1.072561362,0.15184824,0.007575758,2,10,10.08333333
5044,1.757418988,0.142223772,0,2,10,9.583333333
5045,0,0,0,1,0,12
5046,0,0,0,1,0,12
5040,0,0,0,3,0,19.33333333
3280,1.882946065,0.149018721,0,6,9,12
5047,0,0,0,3,0,16
5048,0,0,0,1,0,21
5049,1.377697563,0.157726092,0.045454545,2,10,45.5
5050,5.207006559,0.151276979,0,5,9,13.78571429
5051,0,0,0,1,0,16
5042,1.190543379,0.13232704,0,3,10,19.69230769
2331,0.012769857,0.127280832,0,1,10,13.54545455
2334,0,0,0,3,0,13.33333333
2336,1.608535283,0.155306533,0,3,10,9.846153846
2342,0.61062695,0.146480367,0,1,10,8.090909091
5106,0,0,0,1,0,7
5052,0.024888588,0.10649806,0,3,1,12.75
5053,5.137720714,0.154455124,0.004761905,5,10,11.93333333
5054,0,0,0,2,0,11
2344,0,1,0,0,1,12
2349,6.883899966,0.162458982,0,1,10,12.09090909
2351,0,0,0.004761905,15,0,14.86666667
2352,3.779190152,0.163276588,0,1,10,9.909090909
2353,1.4827875,0.152891824,0,1,10,12.36363636
2354,0.316586447,0.145090798,0.007575758,3,9,9.833333333
2355,0.448540444,0.147907025,0,2,8,10.3
2356,0,0,0,1,0,11
2357,0,0,0,3,0,11.66666667
6469,1.08622263,0.159109064,0.021978022,4,10,51
6934,0,0,0,1,0,21
6935,0,0,0,1,0,21
2778,0,0,0,3,0,12.66666667
5060,0.030302103,1,0,3,1,11.75
5061,3.30039654,0.135115949,0,1,1,11
5062,0,0,0,2,0,11.5
5063,2.936106532,0.16083903,0,3,10,11.61538462
5055,0.841405411,0.151539278,0,2,9,9.363636364
5056,0,0,0,1,0,11
5057,0,0,0,4,0,12.75
5058,0.968456754,0.131481993,0,2,10,9.083333333
5059,0.696309196,0.138473477,0,1,10,9.727272727
2902,0,0,0,7,0,14.57142857
5065,2.450616631,0.154263175,0.016666667,6,10,29.5
5066,0.03296045,1,0,2,1,9.666666667
2980,0,0,0,4,0,10.25
3012,0,0,0,4,0,25.25
3129,0,0,0,2,0,10
5064,0,0,0,2,0,9
2358,0.678676265,0.168821697,0,1,10,70.18181818
2359,0,0.131994946,0.033333333,0,10,10.3
2364,0.02745475,0.136316619,0.027272727,1,10,9.090909091
2365,0,0,0.166666667,3,0,10.66666667
2686,0,0,0,4,0,14
5067,0,0,0,2,0,13
5068,4.412163591,0.153483621,0,6,10,11.6875
2371,3.546568633,0.161147695,0,6,10,32.625
2372,0,0,0,1,0,16
2373,0.975072489,0.127818651,0,2,1,9.666666667
2374,3.93383399,0.146530487,0.012820513,3,10,9.615384615
5074,0,0,0,1,0,13
5075,2.140866607,0.14096909,0,2,9,9.454545455
5076,0,0,0,1,0,13
5069,0,0,0,4,0,12.75
5070,0,0,0,7,0,13
5071,0,0,0,1,0,12
2410,1.675805203,0.161281211,0,3,10,49.07692308
2611,4.728986632,0.147771778,0.002923977,9,10,15.78947368
5072,0,0,0,2,0,14.5
5073,0,0,0,3,0,11.66666667
5080,0.051710228,1,0,6,1,12.57142857
5081,0.379594078,0.142821411,0,1,9,7.8
5077,0,0,0,5,0,11.6
5078,0,0,0,1,0,11
2386,0,0,0,3,0,11
2388,0,0,0,1,0,13
7710,3.752769596,0.158514241,0,1,10,13.09090909
7711,0,0,0,1,0,19
2390,0,0,0,2,0,14
5082,1.526510797,0.132210611,0.003267974,8,10,12.83333333
5083,0,0,0.083333333,4,0,12.25
5084,3.074762495,0.157697052,0,1,10,13.54545455
5085,3.39552429,0.163932857,0.007575758,3,9,12.83333333
5086,0.518306148,0.136587622,0,2,10,9.583333333
2395,0,0.138898797,0,0,10,9.9
2397,0,0,0,1,0,10
2399,0,0,0,6,0,13.33333333
5087,0,0,0,2,0,14
5088,0,0,0,3,0,18
5089,0,0,0,1,0,14
3322,0,0,0,2,0,16
5090,0,0,0,4,0,12.25
5091,0,0,0,1,0,13
5092,0,0,0,1,0,13
5093,0.867132687,0.145978559,0,1,5,13.33333333
5094,0,0,0,1,0,13
2975,0,0,0,3,0,10.66666667
5095,3.309317439,0.157781298,0.005494505,4,10,34.78571429
3296,0,0,0,1,0,13
3298,2.104215384,0.147644412,0,4,10,12.71428571
2409,0,0.155299322,0,0,9,12.77777778
2411,0,0,0,4,0,10.75
2412,0.004886099,1,0,3,1,12.5
2415,4.781689235,0.144080342,0.005494505,5,9,10.71428571
3199,0,0,0.033333333,6,0,13
5096,0,0,0,2,0,16.5
3024,0,0,0,3,0,29.33333333
5099,0,0,0,5,0,11.8
5100,0,0,0,1,0,12
2551,2.590550056,0.149640967,0.006410256,3,10,8.307692308
5113,0,0,0,1,0,14
5114,0,0,0,5,0,10.2
5115,1.537691373,0.12334567,0,3,10,10
5116,0,0,0,9,0,15.22222222
2417,0,0,0,2,0,13.5
2418,0,0,0,1,0,16
2419,0,0,0,3,0,13
2420,1.958843478,0.139479212,0,2,10,10.91666667
2421,0.413261521,0.107468192,0,3,1,14
2422,0,0,0,5,0,13.4
5101,0,0,0,4,0,11.25
5102,0,0,0,1,0,12
2425,0.851996138,0.126514032,0,5,2,11.14285714
2426,0.698815592,0.144808697,0,1,10,13
2644,1.160134483,0.150447918,0.001322751,5,23,10.60714286
5097,0,0,0,3,0,11
5098,1.453657022,0.131200025,0,4,1,12.2
2431,0,0,0.083333333,4,0,19
5107,0,0,0,1,0,20
5108,0,0,0,1,0,20
5109,0,0,0,2,0,16.5
5110,7.041359856,0.154773306,0.004761905,6,9,11.26666667
5111,0,0,0,3,0,14
5112,0,0,0,3,0,18.66666667
5103,3.400095241,0.149348724,0,4,10,12.92857143
5104,1.288467135,0.134707936,0,1,10,12.72727273
3133,0,0,0,6,0,14.33333333
6162,1.477035618,0.111001672,0.004761905,5,10,8.4
8254,0,0,0,4,0,15
2436,0,0,0,1,0,14
2437,0.778424015,0.129060937,0,1,1,14
2438,0,0.15178255,0,0,5,8.6
2442,1.79E-04,1,0,2,1,6.333333333
5129,0,0,0,4,0,13.75
2443,1.062639832,0.154093878,0.007575758,2,10,8.75
2444,0.004642285,1,0,2,1,12.33333333
2447,0,0,0,1,0,12
2448,0,0,0,1,0,12
5483,2.122670026,0.147626599,0.005494505,4,10,11.28571429
5780,0.951458898,0.14120149,0,3,9,9
6428,1.516283755,0.143773186,0.019230769,3,10,9.692307692
6849,2.759499452,0.148332237,0,2,10,10.5
6850,0,0,0,1,0,16
5117,1.993156613,0.146930163,0,2,10,10.83333333
5118,1.638574138,0.141245733,0,2,10,9.5
5119,3.076075385,0.152236896,0,4,10,10.64285714
5120,0,0,0,1,0,13
5126,0,0,0,1,0,13
5127,0,0,0,5,0,13.8
5128,2.096137873,0.139715838,0,1,10,8.363636364
5121,0,0,0,2,0,10.5
5122,3.340328758,0.15488526,0,1,10,12.27272727
5123,0,0,0,2,0,13
5124,0,0,0,4,0,14.5
5125,0,0,0,1,0,11
2457,0,0,0,4,0,13.25
2463,1.020363549,0.123223226,0.037878788,7,5,12.41666667
2465,1.049389297,0.155388244,0,1,10,12.18181818
2466,0.411365085,0.140242005,0,1,10,10.36363636
2467,0,0,0,2,0,13
5134,0.028159156,0.147451237,0,1,9,17.5
5135,0,0,0,1,0,11
5136,0,0,0,1,0,12
5131,1.869014687,0.147471547,0,1,10,13.09090909
3006,0.061700995,1,0,3,1,28.5
5132,8.401861137,0.150802873,0,7,10,9.411764706
5133,0,0,0,1,0,20
2481,0,0,0,1,0,16
5138,0,0,0,3,0,15
5139,0,0,0,7,0,12.85714286
5137,0,0,0,2,0,18
5143,0,0,0,2,0,12.5
5144,0,0,0,3,0,18.33333333
5145,0,0,0,1,0,14
5146,2.052404208,0.139930402,0.021978022,4,10,15.35714286
3044,5.666341581,0.158884746,0.005494505,4,10,11.71428571
5140,0,0,0,4,0,13
5141,1.371206573,0.153288591,0,2,10,8.166666667
5142,0.415244641,0.146472852,0,1,4,12.2
2491,0,0,0,1,0,11
2497,0,0,0.5,2,0,13
2767,0,0,0,3,0,12.66666667
6713,0,0,0,7,0,11.28571429
7854,0,0,0,3,0,12.66666667
2797,0,0,0,4,0,13.75
5148,0,0,0,2,0,17.5
5149,0,0,0,1,0,22
5150,0,0,0,3,0,16
5151,7.192318293,0.153395659,0,3,9,23.83333333
2683,1.760538292,0.15352764,0,3,10,10.92307692
5157,0,0,0,3,0,15.33333333
2499,1.538600522,0.15699177,0.009090909,1,10,10.81818182
2500,0,0,0,1,0,15
2502,0,0,0,1,0,15
2503,0,0,0,1,0,15
2567,0,0,0,6,0,10.5
5147,0,0,0,7,0,10.57142857
2504,0,0.146224483,0,0,10,9.7
2508,0,0,0,1,0,10
2509,0,1,0,0,1,1
2510,0,0,0,1,0,1
2511,1.471288155,0.152521547,0.005494505,4,10,11.21428571
2512,0,0,0,1,0,14
5152,0,0,0,3,0,11
5153,0,0,0,2,0,13
5154,0,0,0,1,0,12
5155,4.839902816,0.16405846,0,2,9,16
5156,2.410667894,0.159283642,0,2,10,11.33333333
2514,0,0.130868231,0,0,9,8.111111111
2515,0.013262525,0.133064078,0,1,1,16
2516,0,0,0,1,0,9
2517,0.010594172,0.129875248,0,1,10,5.454545455
2518,0,0,0,1,0,9
2520,2.302966114,0.13790716,0.007352941,7,10,11.17647059
2521,0.023570573,1,0,3,1,12.25
5170,0,0,0,6,0,11.66666667
5171,0,0,0,1,0,11
5172,0,0,0,1,0,11
5158,0,0,0,3,0,22.66666667
5159,0,0,0,2,0,17
5160,0,0,0,5,0,15
5162,0,0,0,1,0,17
5163,0,0,0,4,0,13.25
2522,0.676002854,0.108952832,0,3,1,12.5
2523,1.109478988,0.122262826,0,3,10,7.461538462
5164,0,0,0,5,0,12.8
5165,0.053711691,1,0,2,5,9.571428571
5166,0,0,0,4,0,17.5
5167,0,0,0,4,0,13.5
5168,0,0,0,1,0,13
2524,1.511384559,0.153491873,0,4,10,8.857142857
2526,0,0,0,1,0,14
2527,0.473130272,0.147537595,0.009090909,2,9,12.45454545
2528,0,0,0,2,0,13.5
2530,1.09047999,0.162866759,0.006410256,3,10,48.30769231
2531,0,0,0,1,0,14
5169,0,0,0,1,0,13
5173,0,0,0,2,0,15
5176,0,0,0,3,0,12.66666667
2535,0,0.150723975,0,0,10,8
2536,0,0,0,1,0,10
2537,0,0,0,6,0,12.66666667
2539,0,0.121591506,0,0,7,9.142857143
2541,0,0,0,3,0,11
5194,1.889803084,0.147268694,0,3,10,19.61538462
5195,0,0,0.013888889,9,0,15.33333333
5174,0,0,0,2,0,10.5
2544,0.936365084,0.151815942,0,1,10,11.63636364
2548,0.583455044,0.162142208,0.009090909,1,10,37.90909091
2793,0,0,0.033333333,6,0,13.5
5175,0,0,0,2,0,16
5177,0,0,0,1,0,15
5178,0,0,0,6,0,12.5
5179,0,0,0,4,0,13.5
5180,0,0,0,1,0,15
5186,2.211735643,0.161120412,0,5,9,13.28571429
5187,0,0,0,5,0,11.8
5188,0,0,0,1,0,11
5189,0,0,0,1,0,11
2549,0.791339082,0.135721869,0,1,10,8.545454545
2553,0,0,0,1,0,11
2830,0,0,0,5,0,10.4
5183,0,0,0,4,0,12.25
5184,3.88855132,0.139495114,0,4,10,8.571428571
5185,0,0,0,2,0,12.5
3166,0,0,0,2,0,12
3240,0.570006282,0.138343752,0,3,10,9.461538462
5181,0.283401397,0.114525252,0,1,5,8
5182,0.347210857,0.164660874,0.009090909,1,10,61.36363636
2554,0,0.155935412,0,0,9,11.44444444
2556,0,0,0,2,0,11
2559,0,0,0,3,0,10.33333333
5219,0,0,0,2,0,14.5
5220,0,0,0,1,0,13
6571,0.011215799,1,0,5,1,12.66666667
6674,3.675995066,0.153442376,0.005494505,4,10,11.92857143
6992,0.008256591,1,0,3,1,13.25
7063,2.241172122,0.15559431,0.007575758,2,10,17.91666667
7064,0,0,0,1,0,18
7065,3.457886965,0.158209727,0,2,10,12
7066,2.676451481,0.139157419,0,4,10,11.14285714
2560,0,1,0,0,1,9
5190,0.519578513,0.125892936,0,5,1,14.5
5191,0,0,0,3,0,13
5192,0.115041283,0.139736353,0,1,10,9.545454545
5193,0,0,0,1,0,11
2565,0,0.139673275,0,0,10,5
2566,0,0,0,1,0,10
2568,0,0,0,5,0,10.6
3130,1.461603717,0.154586146,0.012820513,3,10,12.15384615
2572,0,1,0,0,1,20
5196,0,0,0,5,0,15.2
5481,1.387253084,0.154116059,0,5,9,27.07142857
7750,3.253911357,0.159764969,0.005494505,2,12,10.28571429
7800,0,0,0,1,0,15
7801,6.884345013,0.162773903,0.007575758,2,10,18.83333333
2917,5.420617433,0.144779324,0.001666667,17,8,10.72
5197,5.218497557,0.160784682,0.015151515,2,10,12.33333333
5198,4.044819982,0.146405251,0.012820513,3,10,10.07692308
2577,0.723516483,0.164313394,0,2,10,47.66666667
2578,0,1,0,0,1,3
2579,2.727951199,0.153091319,0,1,10,11.54545455
2580,0,0,0,1,0,11
2581,0.044386284,1,0,6,2,14.25
5351,0,0,0,2,0,10
6437,7.740560026,0.153535897,0,3,10,8.538461538
6861,0,0,0,1,0,22
5202,0,0,0,3,0,12.66666667
5203,1.857662305,0.155506736,0,1,10,9.545454545
5204,6.820459116,0.15069409,0,12,10,10.5
5205,0,0,0,6,0,12.16666667
5206,1.031855123,0.14426478,0,3,10,9.538461538
5208,0.575678002,0.126366574,0,1,10,8.818181818
5209,0,0,0,4,0,18.5
5210,2.375312468,0.150215721,0,3,10,10
2656,2.946080839,0.159366627,0.006410256,3,10,14.30769231
5233,0.099940845,1,0.035714286,7,1,11.25
5234,0,0,0,1,0,12
5235,0.264625384,0.131417436,0,2,1,20.66666667
5236,0,0,0,1,0,12
5237,0.170036095,0.132934968,0,2,1,12
5238,0,0,0,5,0,13.8
3114,0,0,0,5,0,11.4
5211,0,0,0,2,0,15.5
5212,0.349753783,0.153464371,0,1,10,10.18181818
5213,0,0,0,1,0,11
5214,2.537444227,0.155337517,0,5,10,13.2
5215,2.151394936,0.14325138,0,5,10,9.6
5216,0.292331096,0.159923073,0,2,10,13.08333333
5217,0,0,0,1,0,11
5218,0,0,0,1,0,11
2593,0,0.13127212,0,0,10,9
2595,0,0,0,1,0,10
2596,0.265687866,0.143623711,0,2,10,8.75
2597,0,0,0,1,0,10
2598,0,0,0,4,0,12
5221,0,0,0,1,0,12
5222,0,0,0,2,0,13
5223,0,0,0,2,0,11.5
5224,0,0,0,6,0,11.66666667
2600,0,0,0,3,0,14
2965,0.871308684,0.124540154,0,3,1,16
3111,0.33326973,0.135470707,0,2,9,9.545454545
5225,0,0,0,1,0,14
5226,1.508696575,0.146255251,0,6,10,10.1875
2604,3.710981177,0.148327099,0,4,10,13.07142857
2605,2.047894557,0.145108005,0,3,10,14.15384615
5229,1.892281312,0.14447162,0.006410256,3,10,12.61538462
5230,2.21843888,0.154832062,0,1,10,14
5231,0,0,0,2,0,13.5
2812,7.470739991,0.16068514,0,6,9,13.26666667
5227,0.007262534,1,0,2,1,8.333333333
5228,0,0,0.013888889,9,0,12.44444444
5232,2.226683232,0.160354221,0,2,10,14.08333333
7253,2.550637639,0.123072723,0,3,10,11
5241,1.313769103,0.117954085,0.005494505,4,10,7.285714286
2610,0,0.142046962,0,0,9,8.555555556
2612,0,0,0,5,0,10.6
2613,0,0,0,3,0,10
2614,1.059522154,0.146170387,0.027472527,4,10,10.07142857
8079,0,0,0,2,0,15
5239,0,0,0,6,0,12
5240,2.99988549,0.128088174,0.022727273,3,9,10.5
2617,0,0.138108901,0,0,10,6.5
2618,0,0,0,1,0,10
2620,0,0,0,1,0,10
5273,0,0,0,1,0,7
2624,0,0.103601751,0,0,1,13
2625,0,0.147389793,0,0,10,11.2
2629,0.314485541,0.152450963,0.006410256,3,10,12.61538462
2634,0.007426028,1,0,2,2,13.25
2636,0,0,0,1,0,11
2637,0,0,0,2,0,10.5
5242,2.441492022,0.158438003,0,4,10,12.92857143
5243,1.513259247,0.155368513,0,1,10,17.27272727
5244,0,0,0,2,0,11.5
5245,0,0,0,3,0,12.33333333
5246,0,0,0,1,0,13
2638,0.480250968,0.144671723,0,1,10,12.54545455
2640,0,0,0,1,0,11
2715,0,0,0,2,0,15
5252,6.041258344,0.159917101,0.023809524,5,10,10.86666667
5277,0,0,0,2,0,19
2661,0.642232645,0.144639962,0.03030303,3,9,10.75
3037,0,0,0,4,0,18
3038,0,0,0,4,0,17.5
5336,0,0,0,5,0,16.4
5341,0,0,0,5,0,14.8
5375,3.741421839,0.149218628,0,6,10,11.625
5376,0,0,0,4,0,13.75
5377,0,0,0,3,0,15
2646,0,0.110993082,0,0,10,7.6
2650,0,0,0,2,0,9
2651,0,0,0,1,0,10
2653,0,0,0,3,0,13.66666667
2657,0.02319897,1,0.083333333,3,1,11.25
5611,7.935600929,0.151309049,0,5,10,14.86666667
6281,0,0,0,3,0,12.66666667
5247,0.106094989,1,0,4,2,15.66666667
5248,0.192327985,1,0,3,1,10.5
5249,0.927370119,0.157961713,0.009090909,1,10,13.81818182
2658,1.701508389,0.145881591,0.007575758,2,10,13
2659,0,0,0,3,0,12.66666667
2663,0.012761546,1,0,3,1,11
2664,0,0,0,1,0,13
2665,0.613199314,0.155996722,0,1,10,9.636363636
2667,0,0,0,2,0,12
2668,0.101610585,0.145809219,0.015151515,2,10,18.5
2670,0.00930577,1,0,2,1,11
2671,1.078721869,0.147392876,0,3,10,18.84615385
2674,0,0,0,6,0,11.83333333
5250,0,0,0,2,0,13.5
5253,0,0,0,2,0,14
5254,0,0,0,5,0,13.2
5256,0,0,0,3,0,14.66666667
5257,1.682664448,0.142479289,0,2,10,8.666666667
5278,0.192327985,1,0,2,1,9
5279,2.890005785,0.160890392,0.027472527,4,10,45.92857143
5259,0,0,0,5,0,10.6
5260,0,0,0,5,0,12.6
5261,1.27152155,0.140242005,0,4,5,9.333333333
5262,0,0,0,1,0,13
5263,0.00191849,1,0,1,1,11
2684,8.240451805,0.159206662,0.004166667,6,10,11.4375
2687,1.389554071,0.15189402,0,1,5,12.16666667
2689,0.349432992,0.126686191,0,1,10,8.727272727
2690,0,0,0,1,0,16
2691,0.511295011,0.636363636,0,1,10,8.636363636
2692,0.635216458,0.148478807,0,2,5,12
5264,0,0,0,1,0,20
5265,2.895217996,0.150781635,0,3,10,11.61538462
5266,0,0,0,1,0,20
5267,0,0,0,5,0,11
5268,0.6328264,0.126461729,0,1,1,18
5280,0.700849694,0.150339646,0,2,10,9.333333333
5281,1.004519778,0.153390164,0,2,10,13.83333333
5270,0,0,0,2,0,17
5271,1.36280151,0.142888125,0,1,10,8.181818182
5272,0,0,0,1,0,21
2721,0,0,0,4,0,18.25
2933,0,0,0,1,0,11
5274,0.002785459,1,0,3,1,11
5275,0,0,0,1,0,11
5276,0,0,0,3,0,12.33333333
5286,2.97887605,0.149252431,0,3,10,9.230769231
2697,0.025263361,0.1197316,0,1,1,15
5283,0,0,0,2,0,13.5
5284,0,0,0,1,0,15
5285,0,0,0,2,0,13
5307,0,0,0,12,0,15.75
5308,2.511873094,0.159958913,0,1,9,10.8
5287,0,0,0,2,0,16.5
5288,0,0,0,4,0,13.5
5289,0,0,0,1,0,20
5290,0,0,0,1,0,20
5291,2.900899017,0.145110464,0,2,5,11.85714286
2699,1.263187273,0.15590018,0,2,9,12.54545455
2701,0,0,0,1,0,11
5282,0,0,0,1,0,15
2703,0,0.144177045,0,0,10,7.9
2704,0,0,0,1,0,10
2707,0,0,0,3,0,9.666666667
2709,0.063358386,0.114821567,0,2,1,15.66666667
2710,2.041553742,0.15820096,0,4,10,15.5
2712,4.102376613,0.14855349,0,8,10,12.33333333
2713,0.001339781,1,0,2,1,13.33333333
5292,0,0,0,2,0,19
5293,2.381327942,0.153659849,0,2,10,10.5
5294,0,0,0,5,0,13.4
5295,0.794944401,0.153546907,0,2,9,26.36363636
2714,0.595596989,0.151002274,0,1,10,13.54545455
2716,0.159364162,0.12873311,0,2,10,12.91666667
2717,1.067446958,0.158743397,0.012820513,3,10,34
5298,0,0,0,10,0,12.3
5296,1.241892284,0.131740856,0,5,1,13.83333333
5297,0,0,0,1,0,13
2718,0.112984231,0.152829078,0,1,10,10.36363636
2719,0.119103133,1,0,4,1,8.8
5436,0,0,0,3,0,10
5299,5.865569185,0.152981942,0.002631579,10,10,14.5
2723,0.409052014,0.164800277,0.007575758,2,10,58.66666667
2725,3.472817192,0.158637551,0,2,10,13.66666667
2726,2.893972999,0.14887367,0,4,10,9.857142857
5302,0,0,0,1,0,14
5303,0,0,0,1,0,14
5304,0,0,0,3,0,12.33333333
5305,0,0,0,1,0,14
