AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,Outdegree,NeighborhoodConnectivity,PartnerOfMultiEdgedNodePairs,SelfLoops,Stress
1,0.014906159,1,0,1,5,4,1,15.2,0,0,2842893
0,0,0,0,0,1,1,0,12,0,0,0
6.674138938,1.106441863,0.149832062,0.006410256,17,13,3,10,14,0,0,196011037
6.803385873,0.45312804,0.146985636,0.015151515,17,12,2,10,12.83333333,0,0,79729800
0,0,0,0,0,1,1,0,29,0,0,0
7.0068885,1.221359524,0.142716699,0.007575758,17,12,3,9,11,0,0,241629535
6.235259778,3.267909595,0.160378242,0,16,13,3,10,12.76923077,0,0,607235547
0,0,0,0,0,1,1,0,29,0,0,0
0,0,0,0,0,4,4,0,16.5,0,0,0
0,0,0,0,0,3,3,0,18.33333333,0,0,0
0,0,0,0,0,3,3,0,17,0,0,0
6.142206655,0.768426029,0.162807938,0,16,13,3,10,50.69230769,0,0,168401490
6.811675423,0.657089624,0.14680676,0,17,11,1,10,8.818181818,0,0,121574338
0,0,0,0,0,4,4,0,9.75,0,0,0
0,0,0,0,0,1,1,0,2,0,0,0
0,0,0,0,0,8,8,0,10.625,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,1,1,0,5,0,0,0
1,0.192414276,1,0,1,5,4,1,10.6,0,0,33730728
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,2,2,0,15.5,0,0,0
0,0,0,0.033333333,0,6,6,0,19.33333333,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,3,3,0,11.33333333,0,0,0
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,3,3,0,10.33333333,0,0,0
0,0,0,0,0,5,5,0,13,0,0,0
1,0.010955552,1,0,1,3,2,1,12,0,0,1770347
0,0,0,0,0,1,1,0,11,0,0,0
7.367659078,0.679822086,0.135728322,0,18,13,3,10,8.923076923,0,0,117067606
0,0,0,0,0,2,2,0,10.5,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
6.658610625,0.291916483,0.15018148,0,17,11,1,10,8.727272727,0,0,50405042
6.403502627,7.199562186,0.156164533,0,16,18,8,10,12.38888889,0,0,1379859796
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
6.416345593,0.53143125,0.155851954,0,17,11,2,9,12.45454545,0,0,110458982
6.615645067,0.993828745,0.15115684,0,15,14,4,10,12,0,0,189083518
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
6.312200817,2.269105199,0.15842335,0,16,11,1,10,11,0,0,426308423
1,0.014900468,1,0,1,7,6,1,11.28571429,0,0,3055709
0,0,0,0,0,5,5,0,13.2,0,0,0
0,0,0,0,0,3,3,0,9.333333333,0,0,0
0,0,0,0,0,1,1,0,18,0,0,0
0,0,0,0,0,8,8,0,13.5,0,0,0
6.448569761,3.513599657,0.155073146,0,17,18,8,10,12.16666667,0,0,650881212
6.9031053,0,0.144862342,0,18,9,0,9,9.666666667,0,0,0
1,0.00363861,1,0,1,2,1,1,13,0,0,468277
0,0,0,0,0,6,6,0,14.16666667,0,0,0
6.936252189,2.981679999,0.144170075,0,16,15,6,9,12.4,0,0,588470199
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,5,5,0,13,0,0,0
6.218447169,3.297213546,0.160811851,0.011029412,17,17,7,10,46.47058824,0,0,803683949
0,0,0,0,0,8,8,0,13.75,0,0,0
0,0,0,0,0,7,7,0,11.42857143,0,0,0
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
7.496088733,1.809562685,0.133402903,0.004166667,18,16,6,10,12.125,0,0,319187882
6.796030356,0.838895386,0.147144722,0.009090909,17,11,2,9,10.09090909,0,0,149976791
1,5.30E-04,1,0,1,3,2,1,10.33333333,0,0,52140
0,0,0,0.013888889,0,9,9,0,11.11111111,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,4,4,0,17.5,0,0,0
7.147542897,0.07987899,0.139908219,0,18,11,1,10,9.363636364,0,0,14128824
7.389959136,0.151495179,0.135318746,0,19,12,3,9,9.583333333,0,0,30522059
0,0,0,0,0,1,1,0,11,0,0,0
8.19614711,0.044730583,0.122008547,0,17,3,2,1,16,0,0,8470659
0,0,0,0,0,2,2,0,15.5,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
6.936500525,0.029471496,0.144164914,0,17,11,1,10,9,0,0,5016293
6.79213352,0,0.147229143,0,18,10,0,10,9.5,0,0,0
7.65931115,0.381773807,0.130560044,0.009090909,18,11,2,9,9.545454545,0,0,63949406
6.578517221,1.82038957,0.152009939,0,16,12,2,10,9.583333333,0,0,313273265
6.05242265,0.994258232,0.165223095,0,17,12,2,10,60.58333333,0,0,204461725
1,0.004726846,1,0,1,3,2,1,11.33333333,0,0,759786
6.937186223,0.869498429,0.144150664,0,18,13,3,10,12.07692308,0,0,174765993
0,0,0,0,0,1,1,0,15,0,0,0
7.148394629,0.560692861,0.139891549,0,17,12,2,10,12.5,0,0,100233546
0,0,0,0,0,1,1,0,15,0,0,0
6.897256276,2.649221661,0.144985188,0,17,13,4,9,13.53846154,0,0,502294866
0,0,0,0,0,6,6,0,12.5,0,0,0
0,0,0,0,0,3,3,0,13.66666667,0,0,0
0,0,0,0.011111111,0,10,10,0,11.7,0,0,0
0,0,0,0,0,9,9,0,14.33333333,0,0,0
10.20058377,0.371472777,0.098033605,0,21,7,6,1,10.85714286,0,0,61080134
0,0,0,0,0,6,6,0,12.5,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,5,5,0,14.8,0,0,0
6.143490952,2.689105069,0.162773903,0.022058824,17,17,7,10,42.05882353,0,0,613096082
0,0,0,0,0,3,3,0,14.33333333,0,0,0
1,0.076591702,1,0,1,3,2,1,9,0,0,11988674
0,0,0,0,0,4,4,0,17.25,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
8.849270286,0.260142849,0.113003668,0,19,3,2,1,11.33333333,0,0,45014913
7.656976065,4.137776229,0.13059986,0.004761905,17,15,5,10,13.93333333,0,0,781939659
0,0,0,0.15,0,5,5,0,23,0,0,0
7.074956217,0.72145118,0.141343631,0.032051282,18,13,4,9,8.769230769,0,0,145009454
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
6.312317572,1.934255811,0.15842042,0.006410256,15,13,3,10,11.23076923,0,0,381983854
6.916987741,0.968770228,0.144571602,0,18,12,2,10,12.66666667,0,0,192029947
0,0,0,0.05,0,5,5,0,18.4,0,0,0
0,0,0,0,0,8,8,0,13.75,0,0,0
6.493753649,5.226499609,0.153994139,0,17,15,7,8,15.6,0,0,921242734
0,0,0,0,0,3,3,0,13.33333333,0,0,0
0,0,0,0,0,4,4,0,11,0,0,0
6.563222417,2.545027692,0.15236418,0,16,13,3,10,9.153846154,0,0,467146872
6.781552831,1.652823801,0.147458853,0,18,14,4,10,19.28571429,0,0,304721154
1,0.024150073,1,0,1,2,1,1,9,0,0,4562540
0,0,0,0,0,1,1,0,13,0,0,0
1,0.001727947,1,0,1,3,2,1,13.33333333,0,0,221995
0,0,0,0,0,1,1,0,13,0,0,0
6.19089317,2.928197665,0.161527581,0,17,15,5,10,27.93333333,0,0,550644079
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
7.238995914,0.710088496,0.138140705,0,18,11,2,9,10.54545455,0,0,120367444
0,0,0,0,0,3,3,0,9.333333333,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.997898424,0.599719629,0.142900045,0,18,11,1,10,12.27272727,0,0,102855413
7.030589609,2.221719204,0.142235581,0,16,13,4,9,9.230769231,0,0,405410158
6.505312318,1.457479701,0.153720521,0,17,12,2,10,16.5,0,0,269293268
0,0,0,0,0,1,1,0,13,0,0,0
6.376532399,1.603098702,0.156825048,0,15,11,1,10,9.363636364,0,0,272543749
6.895855225,0.450562286,0.145014645,0,17,10,1,9,11.6,0,0,78259704
0,0,0,0,0,3,3,0,16.66666667,0,0,0
0,0,0,0,0,5,5,0,13,0,0,0
0,0,0,0,0,5,5,0,15,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
6.116987741,1.098666613,0.163479157,0,16,13,4,9,48.30769231,0,0,235923551
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
6.258026853,2.983992415,0.159794776,0,17,15,5,10,12.26666667,0,0,544158462
6.891535318,1.170237902,0.145105547,0.005494505,18,14,4,10,14.71428571,0,0,207592421
6.80525394,0.675535671,0.146945288,0,17,13,3,10,9.076923077,0,0,127289538
0,0,0,0,0,1,1,0,10,0,0,0
6.370331466,0,0.156977703,0,18,10,0,10,10.4,0,0,0
6.1255108,13.85115856,0.163251692,0,15,13,3,10,13.38461538,0,0,2572337008
6.451138354,1.859239823,0.155011402,0.004761905,17,15,5,10,40.06666667,0,0,401620927
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,3,3,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.976065382,0.284076082,0.14334728,0,17,6,1,5,22,0,0,47147670
7.276123759,0.445766614,0.137435815,0,17,11,1,10,7.818181818,0,0,73730163
0,0,0,0,0,1,1,0,11,0,0,0
8.314419148,0.254204835,0.120272984,0,17,2,1,1,14,0,0,45418118
0,0,0,0,0,1,1,0,15,0,0,0
7.116987741,0.490979739,0.140508883,0,18,11,1,10,6.727272727,0,0,90831666
6.531465266,1.364203781,0.153105002,0,18,11,2,9,10.72727273,0,0,244287669
6.981436077,3.0980322,0.143237006,0,17,16,6,10,15.3125,0,0,557052916
6.220665499,1.060776467,0.160754505,0,16,12,2,10,61.16666667,0,0,209290152
0,0,0,0,0,7,7,0,13,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
0,0,0,0,0,2,2,0,15.5,0,0,0
0,0,0,0,0,5,5,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
8.344775248,1.438992554,0.119835462,0,19,11,9,2,16.45454545,0,0,257198851
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0.009090909,0,11,11,0,14.72727273,0,0,0
6.918388792,1.554285415,0.144542325,0,17,11,2,9,9.818181818,0,0,259306828
6.450321074,4.683858464,0.155031042,0.004761905,16,15,7,8,12.66666667,0,0,854569916
8.036414566,0.005333076,0.124433601,0,19,11,1,10,9.818181818,0,0,667260
0,0,0,0,0,3,3,0,28.66666667,0,0,0
6.267094516,0,0.159563574,0.011111111,15,10,0,10,10,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,7,7,0,11.85714286,0,0,0
7.006421483,1.780112438,0.142726212,0,18,17,7,10,11.17647059,0,0,337477961
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,5,5,0,11.2,0,0,0
0,0,0,0,0,2,2,0,10.5,0,0,0
0,0,0,0,0,4,4,0,12.75,0,0,0
0,0,0,0,0,1,1,0,18,0,0,0
6.701692936,1.43324076,0.149216028,0.015151515,18,12,2,10,12.91666667,0,0,266721732
0,0,0,0,0,8,8,0,10.875,0,0,0
6.916987741,1.945033883,0.144571602,0,18,18,9,9,10.22222222,0,0,374929157
6.661996497,1.019393205,0.150105152,0,18,11,1,10,11.54545455,0,0,188307337
1,0.033196605,1,0,1,4,3,1,12.5,0,0,5866227
0,0,0,0,0,5,5,0,14.2,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0.025,0,16,16,0,14.1875,0,0,0
1.1,0.251712114,0.909090909,0,2,16,7,9,9.875,0,0,40440584
7.629188558,2.214804505,0.131075539,0,17,15,5,10,8,0,0,406005834
0,0,0,0,0,1,1,0,20,0,0,0
0,0,0,0,0,3,3,0,17.66666667,0,0,0
7.831523643,0.467286512,0.127689074,0,17,3,2,1,13.66666667,0,0,82247028
0,0,0,0,0,4,4,0,11.75,0,0,0
0,0,0,0,0,3,3,0,13.33333333,0,0,0
0,0,0,0,0,2,2,0,38.5,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0.166666667,0,3,3,0,37,0,0,0
0,0,0,0,0,3,3,0,16.66666667,0,0,0
6.974664332,8.919618285,0.143376076,0.007894737,18,20,10,10,14.4,0,0,1633293672
6.689316988,3.928791192,0.149492093,0,17,12,2,10,10.41666667,0,0,702606656
0,0,0,0.166666667,0,3,3,0,15.33333333,0,0,0
6.478225336,1.713924419,0.154363263,0.033333333,17,6,1,5,14.16666667,0,0,328602069
6.426386457,11.86241001,0.155608444,0,16,17,7,10,13.64705882,0,0,2222461483
6.086865149,1.728014285,0.16428818,0,17,13,3,10,55.38461538,0,0,337379512
0,0,0,0,0,6,6,0,19.83333333,0,0,0
7.735668418,3.170259031,0.129271311,0.002923977,18,19,9,10,9.421052632,0,0,561150884
0,0,0,0,0,5,5,0,14.2,0,0,0
6.497723292,4.926515205,0.153900059,0,18,16,6,10,14.125,0,0,998543228
0,0,0,0,0,3,3,0,15,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0.083333333,0,4,4,0,15.25,0,0,0
1,0.512474322,1,0,1,13,3,10,10.07692308,0,0,92033093
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,3,3,0,13,0,0,0
0,0,0,0,0,13,13,0,13.84615385,0,0,0
0,0,0,0,0,3,3,0,7.333333333,0,0,0
7.880443666,1.565722465,0.126896409,0,19,13,4,9,12.15384615,0,0,287968613
0,0,0,0,0,1,1,0,13,0,0,0
6.743374197,1.416181348,0.148293713,0,17,11,1,10,7,0,0,247235251
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,5,5,0,9,0,0,0
0,0,0,0,0,5,5,0,11.4,0,0,0
0,0,0,0.007575758,0,12,12,0,14.91666667,0,0,0
6.500758903,0.762451426,0.153828194,0,16,11,1,10,6.909090909,0,0,135563190
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
6.777816696,2.365011569,0.147540136,0.004761905,18,15,5,10,13.73333333,0,0,419446578
0,0,0,0,0,1,1,0,14,0,0,0
6.183537653,6.520638498,0.161719724,0.003267974,16,18,8,10,15.44444444,0,0,1348245388
6.413893754,4.776845398,0.155911532,0,15,18,9,9,12.05555556,0,0,894870431
0,0,0,0,0,4,4,0,12.5,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
7.735084647,2.120575091,0.129281067,0,18,13,3,10,7.846153846,0,0,369055263
0,0,0,0,0,5,5,0,11,0,0,0
7.500058377,0.758260519,0.133332296,0,17,5,4,1,11.4,0,0,138063348
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,5,5,0,13,0,0,0
7.056392294,2.424847226,0.141715477,0,17,12,2,10,7.916666667,0,0,452786056
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
1,0.754671774,1,0,1,8,1,7,4.125,0,0,124600276
0,0,0,0,0,1,1,0,11,0,0,0
6.066082896,0.082456931,0.164851028,0,16,11,1,10,56.45454545,0,0,15187721
6.32772913,0.59651353,0.158034578,0,17,11,1,10,12.36363636,0,0,98417743
7.890834793,2.251547313,0.126729304,0,19,11,1,10,10.09090909,0,0,429068479
6.343607706,6.302846224,0.157639004,0,17,12,2,10,11.83333333,0,0,1219447550
6.423934618,5.349166995,0.155667836,0,17,13,3,10,10.92307692,0,0,1040386133
1,0.09871214,1,0,1,3,2,1,17,0,0,16104790
6.465148862,8.866041288,0.154675479,0,18,14,4,10,12.85714286,0,0,1594430111
0,0,0,0,0,4,4,0,15.75,0,0,0
7.553181553,0.33121436,0.13239454,0,17,11,1,10,10.27272727,0,0,55534276
0,0,0,0,0,1,1,0,15,0,0,0
6.765207239,2.281791485,0.147815132,0,18,17,7,10,11.29411765,0,0,447477124
0,0,0,0,0,2,2,0,10,0,0,0
6.418680677,0.518953587,0.155795256,0.022727273,17,12,2,10,30.16666667,0,0,126398786
6.254640981,2.134704108,0.159881279,0,16,12,2,10,20.5,0,0,427710339
0,0,0,0,0,2,2,0,15.5,0,0,0
0,0,0,0,0,1,1,0,19,0,0,0
0,0,0,0,0,6,6,0,15,0,0,0
0,0,0,0,0,1,1,0,19,0,0,0
6.865966141,1.678223079,0.145645927,0,16,13,4,9,12.38461538,0,0,317570515
0,0,0,0,0,4,4,0,12,0,0,0
0,0,0,0,0,9,9,0,14.77777778,0,0,0
0,0,0,0,0,2,2,0,10.5,0,0,0
0,0,0,0,0,10,10,0,13,0,0,0
6.498832594,0,0.15387379,0,17,10,0,10,15.7,0,0,0
1,0.012766551,1,0,1,2,1,1,17.5,0,0,1959840
0,0,0,0,0,2,2,0,20,0,0,0
7.617863398,1.473338073,0.131270403,0,17,11,2,9,9.272727273,0,0,261090250
0,0,0,0,0,5,5,0,11.6,0,0,0
2,0.004524122,0.5,0,3,2,1,1,14.5,0,0,592847
0,0,0,0,0,5,5,0,11.6,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
6.975131349,2.717374673,0.143366476,0,17,9,4,5,12.33333333,0,0,460125428
0,0,0,0,0,3,3,0,13.66666667,0,0,0
7.671803853,1.895999611,0.130347441,0,18,16,6,10,9.1875,0,0,354954428
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,3,3,0,8.333333333,0,0,0
1,0.020114906,1,0,1,5,4,1,10.2,0,0,3146153
6.1627554,2.18173881,0.16226508,0.005494505,15,14,4,10,10.64285714,0,0,389312783
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
6.529713952,0.315251976,0.153146065,0.009090909,16,11,1,10,13.63636364,0,0,59026375
0,0,0,0,0,1,1,0,13,0,0,0
7.276007005,0.920903102,0.137438021,0,16,12,2,10,6.083333333,0,0,164226065
6.697840047,0.750850723,0.149301863,0.009090909,16,11,1,10,11,0,0,131632875
6.543841214,3.105101013,0.152815444,0,17,13,3,10,13.53846154,0,0,561100751
6.362638646,1.023628088,0.157167499,0.007575758,16,12,2,10,19.33333333,0,0,194046568
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,2,2,0,33,0,0,0
0,0,0,0,0,8,8,0,12.5,0,0,0
6.335785172,3.715384858,0.157833634,0,16,14,4,10,26.35714286,0,0,687793184
6.361004086,7.766049291,0.157207885,0,17,16,7,9,11.5,0,0,1547494720
6.193695271,2.555746146,0.161454504,0,18,15,5,10,28.6,0,0,514472710
8.867483946,0.708482803,0.11277156,0.003676471,19,17,7,10,11.29411765,0,0,131661130
6.266433158,9.062038309,0.159580414,0,17,14,4,10,13.92857143,0,0,1709149292
6.92165791,2.271673602,0.144474057,0,16,15,5,10,17,0,0,404471543
6.724109749,2.622899374,0.148718572,0,16,13,3,10,8.615384615,0,0,466559068
0,0,0,0,0,2,2,0,14,0,0,0
7.056158786,0.515274368,0.141720167,0,17,12,2,10,8.75,0,0,97544823
6.409340339,2.313519809,0.156022297,0,18,15,5,10,39.66666667,0,0,505182587
5.918739054,10.24176404,0.168954906,0,17,16,6,10,13.75,0,0,1918493384
1,0.001359963,1,0,1,4,3,1,9.25,0,0,134277
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
6.324226503,0.742109702,0.158122104,0,18,12,2,10,10.41666667,0,0,136584431
6.343607706,5.832518427,0.157639004,0,18,14,4,10,11.14285714,0,0,1205800682
0,0,0,0,0,3,3,0,13.66666667,0,0,0
6.605837712,6.342815619,0.151381255,0.008333333,17,16,6,10,14.25,0,0,1332682049
6.554465849,6.312546356,0.152567734,0,15,15,5,10,13.33333333,0,0,1188243029
0,0,0,0,0,1,1,0,18,0,0,0
0,0,0,0,0,3,3,0,20,0,0,0
0,0,0,0,0,2,2,0,34,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
6.635843549,2.509909122,0.150696742,0,17,11,2,9,7.545454545,0,0,465567008
7.293053123,1.755306984,0.137116785,0.005494505,16,14,5,9,11.78571429,0,0,319156306
6.261179218,0.893300692,0.159714323,0.006410256,18,13,3,10,50.69230769,0,0,204945908
6.541973147,3.402199771,0.152859081,0.015789474,17,20,10,10,11.4,0,0,630734244
6.02428488,0.811145648,0.165994806,0,16,12,2,10,60.08333333,0,0,196804402
0,0,0,0,0,1,1,0,16,0,0,0
7.00910683,0.177208587,0.142671531,0,18,11,2,9,9.636363636,0,0,29268348
7.789725628,0.020916987,0.128374226,0,18,2,1,1,12.5,0,0,3670842
6.420431991,2.218860605,0.15575276,0,17,13,3,10,10.53846154,0,0,410040315
0,0,0,0,0,6,6,0,12.83333333,0,0,0
0,0,0,0,0,3,3,0,13.66666667,0,0,0
6.646117922,4.882862596,0.150463776,0.004761905,18,15,5,10,9.466666667,0,0,867059268
0,0,0,0,0,2,2,0,15,0,0,0
6.531348511,1.487593035,0.153107739,0,18,10,1,9,9.7,0,0,266225700
0,0,0,0,0,5,5,0,13,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
0,0,0,0,0,4,4,0,11.75,0,0,0
6.633625219,0.550719197,0.150747136,0,19,11,1,10,10.54545455,0,0,94236060
6.597197898,4.197803153,0.151579506,0.003267974,16,18,8,10,13.61111111,0,0,728245259
0,0,0,0,0,1,1,0,10,0,0,0
1.090909091,0.454114804,0.916666667,0,2,11,1,10,6.272727273,0,0,79763193
0,0,0,0,0,2,2,0,10.5,0,0,0
6.470753065,2.250274855,0.154541518,0,17,10,1,9,10.5,0,0,389357980
7.546293053,1.297333981,0.132515394,0,19,2,1,1,10,0,0,204235193
0,0,0,0,0,1,1,0,17,0,0,0
6.248219498,1.882992322,0.160045594,0.005494505,18,14,4,10,47.14285714,0,0,385691097
0,0,0,0,0,10,10,0,11.2,0,0,0
7.047635727,3.372126497,0.141891556,0.007575758,17,12,2,10,9.416666667,0,0,638003514
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
1,0.088165267,1,0,1,6,5,1,10.33333333,0,0,15198050
0,0,0,0,0,4,4,0,12.75,0,0,0
7.514302393,1.082340444,0.133079553,0.015151515,17,12,3,9,10.33333333,0,0,199814636
6.477875073,2.311400374,0.154371609,0,17,12,2,10,11.33333333,0,0,383636840
0,0,0,0.083333333,0,4,4,0,13,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,3,3,0,11.66666667,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
6.346409807,4.215008748,0.157569402,0.010989011,16,14,4,10,18.42857143,0,0,781675956
6.204436661,14.02543101,0.161174987,0.008333333,16,16,6,10,11.9375,0,0,2418014146
0,0,0,0,0,2,2,0,16,0,0,0
7.531698774,0.256719481,0.132772171,0,19,2,1,1,14,0,0,44791091
6.427086982,4.965274606,0.155591484,0,16,12,2,10,11.08333333,0,0,879458811
7.180385289,0.794744682,0.139268293,0,18,12,3,9,14.91666667,0,0,151283271
7.560420315,0.892017115,0.132267779,0,17,2,1,1,15,0,0,160809873
5.975131349,10.21533317,0.167360338,0,14,17,7,10,13.41176471,0,0,1953906411
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
6.29143324,0,0.158946294,0,16,10,0,10,34.8,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,6,6,0,13.16666667,0,0,0
6.390192644,1.320566354,0.156489805,0.012820513,17,13,3,10,49.92307692,0,0,298741275
0,0,0,0,0,8,8,0,14.375,0,0,0
0,0,0,0,0,3,3,0,13,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
6.805137186,1.769664222,0.146947809,0,18,14,4,10,10.28571429,0,0,350217504
0,0,0,0,0,1,1,0,86,0,0,0
6.244483363,19.67554786,0.160141351,0.007575758,16,12,2,10,18.5,0,0,3935932742
0,0,0,0.013888889,0,9,9,0,20.66666667,0,0,0
7.874022183,2.821285989,0.126999896,0.006410256,18,13,4,9,17.38461538,0,0,535188362
0,0,0,0,0,5,5,0,26.4,0,0,0
0,0,0,0,0,11,11,0,12.63636364,0,0,0
6.180385289,2.554810358,0.16180221,0,16,14,4,10,51.42857143,0,0,533474437
6.62895505,14.9330471,0.150853338,0,17,30,6,24,4.8,0,0,2670835674
6.89737303,2.189250329,0.144982734,0,18,15,5,10,15.13333333,0,0,395737459
5.976298891,6.284067419,0.167327642,0,17,16,6,10,14,0,0,1201063269
6.95890251,3.354669242,0.14370082,0,19,17,7,10,9.647058824,0,0,582452667
0,0,0,0,0,2,2,0,16.5,0,0,0
0,0,0,0,0,6,6,0,13.83333333,0,0,0
0,0,0,0,0,11,11,0,14.72727273,0,0,0
7.010391127,3.138554046,0.142645393,0,18,13,3,10,10,0,0,585704209
0,0,0,0,0,1,1,0,13,0,0,0
7.038178634,7.600247883,0.142082214,0.011904762,18,21,12,9,13.66666667,0,0,1364704133
7.215294804,0.233808087,0.138594476,0,17,11,1,10,9.818181818,0,0,39623123
0,0,0,0,0,8,8,0,13.25,0,0,0
6.639112668,6.959730844,0.150622538,0.003676471,18,17,8,9,10,0,0,1337778552
0,0,0,0.007575758,0,12,12,0,12.66666667,0,0,0
0,0,0,0,0,8,8,0,11.375,0,0,0
6.206771745,5.058756264,0.161114351,0,16,14,4,10,14.5,0,0,910970613
6.559187485,0,0.152457908,0.011111111,16,10,0,10,12.7,0,0,0
0,0,0,0,0,1,1,0,18,0,0,0
6.400583771,3.230702558,0.156235749,0.005494505,17,14,4,10,10.92857143,0,0,570663565
0,0,0,0,0,5,5,0,12.8,0,0,0
0,0,0,0,0,3,3,0,14.66666667,0,0,0
0,0,0,0,0,8,8,0,14,0,0,0
6.174781086,2.049918759,0.161949061,0,16,15,5,10,41.86666667,0,0,403677011
6.834228345,0,0.146322299,0,17,5,0,5,9.6,0,0,0
6.40385289,1.728549263,0.156155992,0.007575758,18,12,3,9,11.41666667,0,0,326558184
7.686281378,0.040498449,0.130101925,0,16,6,1,5,8.5,0,0,8192975
1,0.011806975,1,0,1,6,5,1,14.33333333,0,0,1917036
0,0,0,0,0,5,5,0,11,0,0,0
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,5,5,0,12.6,0,0,0
0,0,0,0,0,5,5,0,12.2,0,0,0
1,0.021469002,1,0,1,3,2,1,10,0,0,3845185
0,0,0,0,0,1,1,0,2,0,0,0
0,0,0,0,0,2,2,0,10.5,0,0,0
7.40303561,0.563022383,0.135079723,0,19,5,4,1,12.6,0,0,100732362
7.077291302,0.544837915,0.141296996,0,17,12,3,9,9.25,0,0,94607611
7.780618797,1.067278186,0.128524482,0,18,16,6,10,11.875,0,0,191074945
1,2.67E-05,1,0,1,2,1,1,5.5,0,0,2084
7.543767507,0,0.132559759,0,18,10,0,10,7,0,0,0
0,0,0,0,0,2,2,0,17,0,0,0
