AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
0,0,0,0,0,1,1,FALSE,5262,13,0,0,FALSE,0,5262,0
7.130531232,1.27152155,0.140242005,0,16,9,4,FALSE,5261,9.333333333,5,0,FALSE,0,5261,238567443
0,0,0,0,0,5,5,FALSE,5260,12.6,0,0,FALSE,0,5260,0
0,0,0,0,0,5,5,FALSE,5259,10.6,0,0,FALSE,0,5259,0
6.215411559,2.890005785,0.160890392,0.027472527,17,14,4,FALSE,5279,45.92857143,10,0,FALSE,0,5279,646304496
1,0.192327985,1,0,1,3,2,FALSE,5278,9,1,0,FALSE,0,5278,32732660
7.018563923,1.682664448,0.142479289,0,17,12,2,FALSE,5257,8.666666667,10,0,FALSE,0,5257,320235907
0,0,0,0,0,3,3,FALSE,5256,14.66666667,0,0,FALSE,0,5256,0
0,0,0,0,0,5,5,FALSE,5254,13.2,0,0,FALSE,0,5254,0
0,0,0,0,0,2,2,FALSE,5253,14,0,0,FALSE,0,5253,0
0,0,0,0,0,2,2,FALSE,5250,13.5,0,0,FALSE,0,5250,0
0,0,0,0,0,6,6,FALSE,2674,11.83333333,0,0,FALSE,0,2674,0
6.784588441,1.078721869,0.147392876,0,16,13,3,FALSE,2671,18.84615385,10,0,FALSE,0,2671,203144786
1,0.00930577,1,0,1,3,2,FALSE,2670,11,1,0,FALSE,0,2670,1454969
6.858276909,0.101610585,0.145809219,0.015151515,17,12,2,FALSE,2668,18.5,10,0,FALSE,0,2668,13885661
0,0,0,0,0,2,2,FALSE,2667,12,0,0,FALSE,0,2667,0
6.410391127,0.613199314,0.155996722,0,17,11,1,FALSE,2665,9.636363636,10,0,FALSE,0,2665,119362340
0,0,0,0,0,1,1,FALSE,2664,13,0,0,FALSE,0,2664,0
1,0.012761546,1,0,1,4,3,FALSE,2663,11,1,0,FALSE,0,2663,2305999
0,0,0,0,0,3,3,FALSE,2659,12.66666667,0,0,FALSE,0,2659,0
6.854874489,1.701508389,0.145881591,0.007575758,18,12,2,FALSE,2658,13,10,0,FALSE,0,2658,326498380
6.330647986,0.927370119,0.157961713,0.009090909,17,11,1,FALSE,5249,13.81818182,10,0,FALSE,0,5249,166916899
1,0.192327985,1,0,1,4,3,FALSE,5248,10.5,1,0,FALSE,0,5248,34803157
1,0.106094989,1,0,1,6,4,FALSE,5247,15.66666667,2,0,FALSE,0,5247,19503623
0,0,0,0,0,3,3,FALSE,6281,12.66666667,0,0,FALSE,0,6281,0
6.608990076,7.935600929,0.151309049,0,17,15,5,FALSE,5611,14.86666667,10,0,FALSE,0,5611,1377300242
1,0.02319897,1,0.083333333,1,4,3,FALSE,2657,11.25,1,0,FALSE,0,2657,4284835
0,0,0,0,0,3,3,FALSE,2653,13.66666667,0,0,FALSE,0,2653,0
0,0,0,0,0,1,1,FALSE,2651,10,0,0,FALSE,0,2651,0
0,0,0,0,0,2,2,FALSE,2650,9,0,0,FALSE,0,2650,0
9.009570495,0,0.110993082,0,19,10,0,FALSE,2646,7.6,10,0,FALSE,0,2646,0
0,0,0,0,0,3,3,FALSE,5377,15,0,0,FALSE,0,5377,0
0,0,0,0,0,4,4,FALSE,5376,13.75,0,0,FALSE,0,5376,0
6.701576182,3.741421839,0.149218628,0,17,16,6,FALSE,5375,11.625,10,0,FALSE,0,5375,688841319
0,0,0,0,0,5,5,FALSE,5341,14.8,0,0,FALSE,0,5341,0
0,0,0,0,0,5,5,FALSE,5336,16.4,0,0,FALSE,0,5336,0
0,0,0,0,0,4,4,FALSE,3038,17.5,0,0,FALSE,0,3038,0
0,0,0,0,0,4,4,FALSE,3037,18,0,0,FALSE,0,3037,0
6.913718622,0.642232645,0.144639962,0.03030303,18,12,3,FALSE,2661,10.75,9,0,FALSE,0,2661,117972976
0,0,0,0,0,2,2,FALSE,5277,19,0,0,FALSE,0,5277,0
6.25323993,6.041258344,0.159917101,0.023809524,16,15,5,FALSE,5252,10.86666667,10,0,FALSE,0,5252,1171191046
0,0,0,0,0,2,2,FALSE,2715,15,0,0,FALSE,0,2715,0
0,0,0,0,0,1,1,FALSE,2640,11,0,0,FALSE,0,2640,0
6.912200817,0.480250968,0.144671723,0,17,11,1,FALSE,2638,12.54545455,10,0,FALSE,0,2638,82509655
0,0,0,0,0,1,1,FALSE,5246,13,0,0,FALSE,0,5246,0
0,0,0,0,0,3,3,FALSE,5245,12.33333333,0,0,FALSE,0,5245,0
0,0,0,0,0,2,2,FALSE,5244,11.5,0,0,FALSE,0,5244,0
6.436310566,1.513259247,0.155368513,0,18,11,1,FALSE,5243,17.27272727,10,0,FALSE,0,5243,281801244
6.311617046,2.441492022,0.158438003,0,16,14,4,FALSE,5242,12.92857143,10,0,FALSE,0,5242,477888553
0,0,0,0,0,2,2,FALSE,2637,10.5,0,0,FALSE,0,2637,0
0,0,0,0,0,1,1,FALSE,2636,11,0,0,FALSE,0,2636,0
1,0.007426028,1,0,1,4,2,FALSE,2634,13.25,2,0,FALSE,0,2634,1201805
6.559486281,0.314485541,0.152450963,0.006410256,18,13,3,FALSE,2629,12.61538462,10,0,FALSE,0,2629,58791098
6.784730329,0,0.147389793,0,18,10,0,FALSE,2625,11.2,10,0,FALSE,0,2625,0
9.652346486,0,0.103601751,0,19,1,0,FALSE,2624,13,1,0,FALSE,0,2624,0
0,0,0,0,0,1,1,FALSE,5273,7,0,0,FALSE,0,5273,0
0,0,0,0,0,1,1,FALSE,2620,10,0,0,FALSE,0,2620,0
0,0,0,0,0,1,1,FALSE,2618,10,0,0,FALSE,0,2618,0
7.240662932,0,0.138108901,0,18,10,0,FALSE,2617,6.5,10,0,FALSE,0,2617,0
7.807122008,2.99988549,0.128088174,0.022727273,18,12,3,FALSE,5240,10.5,9,0,FALSE,0,5240,579553638
0,0,0,0,0,6,6,FALSE,5239,12,0,0,FALSE,0,5239,0
0,0,0,0,0,2,2,FALSE,8079,15,0,0,FALSE,0,8079,0
6.841330998,1.059522154,0.146170387,0.027472527,17,14,4,FALSE,2614,10.07142857,10,0,FALSE,0,2614,220132068
0,0,0,0,0,3,3,FALSE,2613,10,0,0,FALSE,0,2613,0
0,0,0,0,0,5,5,FALSE,2612,10.6,0,0,FALSE,0,2612,0
7.039925286,0,0.142046962,0,17,9,0,FALSE,2610,8.555555556,9,0,FALSE,0,2610,0
8.477875073,1.313769103,0.117954085,0.005494505,19,14,4,FALSE,5241,7.285714286,10,0,FALSE,0,5241,215798015
8.125277291,2.550637639,0.123072723,0,19,13,3,FALSE,7253,11,10,0,FALSE,0,7253,491321127
6.236193812,2.226683232,0.160354221,0,17,12,2,FALSE,5232,14.08333333,10,0,FALSE,0,5232,406651628
0,0,0,0.013888889,0,9,9,FALSE,5228,12.44444444,0,0,FALSE,0,5228,0
1,0.007262534,1,0,1,3,2,FALSE,5227,8.333333333,1,0,FALSE,0,5227,1076453
6.223350846,7.470739991,0.16068514,0,16,15,6,FALSE,2812,13.26666667,9,0,FALSE,0,2812,1285651305
0,0,0,0,0,2,2,FALSE,5231,13.5,0,0,FALSE,0,5231,0
6.458610625,2.21843888,0.154832062,0,18,11,1,FALSE,5230,14,10,0,FALSE,0,5230,415452881
6.921774664,1.892281312,0.14447162,0.006410256,18,13,3,FALSE,5229,12.61538462,10,0,FALSE,0,5229,340306356
6.891418564,2.047894557,0.145108005,0,17,13,3,FALSE,2605,14.15384615,10,0,FALSE,0,2605,358374104
6.741856392,3.710981177,0.148327099,0,17,14,4,FALSE,2604,13.07142857,10,0,FALSE,0,2604,681593037
6.837361354,1.508696575,0.146255251,0,17,16,6,FALSE,5226,10.1875,10,0,FALSE,0,5226,288372918
0,0,0,0,0,1,1,FALSE,5225,14,0,0,FALSE,0,5225,0
7.381669586,0.33326973,0.135470707,0,18,11,2,FALSE,3111,9.545454545,9,0,FALSE,0,3111,61893263
8.029538821,0.871308684,0.124540154,0,19,4,3,FALSE,2965,16,1,0,FALSE,0,2965,173735870
0,0,0,0,0,3,3,FALSE,2600,14,0,0,FALSE,0,2600,0
0,0,0,0,0,6,6,FALSE,5224,11.66666667,0,0,FALSE,0,5224,0
0,0,0,0,0,2,2,FALSE,5223,11.5,0,0,FALSE,0,5223,0
0,0,0,0,0,2,2,FALSE,5222,13,0,0,FALSE,0,5222,0
0,0,0,0,0,1,1,FALSE,5221,12,0,0,FALSE,0,5221,0
0,0,0,0,0,4,4,FALSE,2598,12,0,0,FALSE,0,2598,0
0,0,0,0,0,1,1,FALSE,2597,10,0,0,FALSE,0,2597,0
6.962638646,0.265687866,0.143623711,0,16,12,2,FALSE,2596,8.75,10,0,FALSE,0,2596,47599959
0,0,0,0,0,1,1,FALSE,2595,10,0,0,FALSE,0,2595,0
7.617763772,0,0.13127212,0,17,10,0,FALSE,2593,9,10,0,FALSE,0,2593,0
0,0,0,0,0,1,1,FALSE,5218,11,0,0,FALSE,0,5218,0
0,0,0,0,0,1,1,FALSE,5217,11,0,0,FALSE,0,5217,0
6.253006421,0.292331096,0.159923073,0,16,12,2,FALSE,5216,13.08333333,10,0,FALSE,0,5216,57185246
6.980735552,2.151394936,0.14325138,0,18,15,5,FALSE,5215,9.6,10,0,FALSE,0,5215,380225746
6.437594863,2.537444227,0.155337517,0,15,15,5,FALSE,5214,13.2,10,0,FALSE,0,5214,455096023
0,0,0,0,0,1,1,FALSE,5213,11,0,0,FALSE,0,5213,0
6.516170461,0.349753783,0.153464371,0,18,11,1,FALSE,5212,10.18181818,10,0,FALSE,0,5212,66460647
0,0,0,0,0,2,2,FALSE,5211,15.5,0,0,FALSE,0,5211,0
0,0,0,0,0,5,5,FALSE,3114,11.4,0,0,FALSE,0,3114,0
0,0,0,0,0,5,5,FALSE,5238,13.8,0,0,FALSE,0,5238,0
7.52247519,0.170036095,0.132934968,0,16,3,2,FALSE,5237,12,1,0,FALSE,0,5237,30210713
0,0,0,0,0,1,1,FALSE,5236,12,0,0,FALSE,0,5236,0
7.609340339,0.264625384,0.131417436,0,18,3,2,FALSE,5235,20.66666667,1,0,FALSE,0,5235,42999552
0,0,0,0,0,1,1,FALSE,5234,12,0,0,FALSE,0,5234,0
1,0.099940845,1,0.035714286,1,8,7,FALSE,5233,11.25,1,0,FALSE,0,5233,19315819
6.274839463,2.946080839,0.159366627,0.006410256,17,13,3,FALSE,2656,14.30769231,10,0,FALSE,0,2656,559351392
6.65709282,2.375312468,0.150215721,0,15,13,3,FALSE,5210,10,10,0,FALSE,0,5210,427938750
0,0,0,0,0,4,4,FALSE,5209,18.5,0,0,FALSE,0,5209,0
7.913485114,0.575678002,0.126366574,0,19,11,1,FALSE,5208,8.818181818,10,0,FALSE,0,5208,104617855
6.931698774,1.031855123,0.14426478,0,18,13,3,FALSE,5206,9.538461538,10,0,FALSE,0,5206,192541782
0,0,0,0,0,6,6,FALSE,5205,12.16666667,0,0,FALSE,0,5205,0
6.635960304,6.820459116,0.15069409,0,18,22,12,FALSE,5204,10.5,10,0,FALSE,0,5204,1205192373
6.430589609,1.857662305,0.155506736,0,16,11,1,FALSE,5203,9.545454545,10,0,FALSE,0,5203,362715421
0,0,0,0,0,3,3,FALSE,5202,12.66666667,0,0,FALSE,0,5202,0
0,0,0,0,0,1,1,FALSE,6861,22,0,0,FALSE,0,6861,0
6.513134851,7.740560026,0.153535897,0,17,13,3,FALSE,6437,8.538461538,10,0,FALSE,0,6437,1570724170
0,0,0,0,0,2,2,FALSE,5351,10,0,0,FALSE,0,5351,0
1,0.044386284,1,0,1,8,6,FALSE,2581,14.25,2,0,FALSE,0,2581,7379803
0,0,0,0,0,1,1,FALSE,2580,11,0,0,FALSE,0,2580,0
6.532049037,2.727951199,0.153091319,0,17,11,1,FALSE,2579,11.54545455,10,0,FALSE,0,2579,583851358
1,0,1,0,1,1,0,FALSE,2578,3,1,0,FALSE,0,2578,0
6.085931115,0.723516483,0.164313394,0,16,12,2,FALSE,2577,47.66666667,10,0,FALSE,0,2577,165268520
6.8303561,4.044819982,0.146405251,0.012820513,17,13,3,FALSE,5198,10.07692308,10,0,FALSE,0,5198,793422951
6.219497957,5.218497557,0.160784682,0.015151515,17,12,2,FALSE,5197,12.33333333,10,0,FALSE,0,5197,997143198
6.907063631,5.420617433,0.144779324,0.001666667,17,25,17,FALSE,2917,10.72,8,0,FALSE,0,2917,1022775673
6.143490952,6.884345013,0.162773903,0.007575758,17,12,2,FALSE,7801,18.83333333,10,0,FALSE,0,7801,1316440953
0,0,0,0,0,1,1,FALSE,7800,15,0,0,FALSE,0,7800,0
6.259194396,3.253911357,0.159764969,0.005494505,16,14,2,FALSE,7750,10.28571429,12,0,FALSE,0,7750,653958585
6.488616462,1.387253084,0.154116059,0,17,14,5,FALSE,5481,27.07142857,9,0,FALSE,0,5481,290791353
0,0,0,0,0,5,5,FALSE,5196,15.2,0,0,FALSE,0,5196,0
1,0,1,0,1,1,0,FALSE,2572,20,1,0,FALSE,0,2572,0
6.468884997,1.461603717,0.154586146,0.012820513,17,13,3,FALSE,3130,12.15384615,10,0,FALSE,0,3130,260098934
0,0,0,0,0,5,5,FALSE,2568,10.6,0,0,FALSE,0,2568,0
0,0,0,0,0,1,1,FALSE,2566,10,0,0,FALSE,0,2566,0
7.159565776,0,0.139673275,0,19,10,0,FALSE,2565,5,10,0,FALSE,0,2565,0
0,0,0,0,0,1,1,FALSE,5193,11,0,0,FALSE,0,5193,0
7.156333917,0.115041283,0.139736353,0,16,11,1,FALSE,5192,9.545454545,10,0,FALSE,0,5192,17308817
0,0,0,0,0,3,3,FALSE,5191,13,0,0,FALSE,0,5191,0
7.943257443,0.519578513,0.125892936,0,19,6,5,FALSE,5190,14.5,1,0,FALSE,0,5190,110976848
1,0,1,0,1,1,0,FALSE,2560,9,1,0,FALSE,0,2560,0
7.186106246,2.676451481,0.139157419,0,17,14,4,FALSE,7066,11.14285714,10,0,FALSE,0,7066,447284914
6.320723876,3.457886965,0.158209727,0,17,12,2,FALSE,7065,12,10,0,FALSE,0,7065,664390599
0,0,0,0,0,1,1,FALSE,7064,18,0,0,FALSE,0,7064,0
6.426970228,2.241172122,0.15559431,0.007575758,16,12,2,FALSE,7063,17.91666667,10,0,FALSE,0,7063,386761412
1,0.008256591,1,0,1,4,3,FALSE,6992,13.25,1,0,FALSE,0,6992,1634004
6.517104495,3.675995066,0.153442376,0.005494505,17,14,4,FALSE,6674,11.92857143,10,0,FALSE,0,6674,686083124
1,0.011215799,1,0,1,6,5,FALSE,6571,12.66666667,1,0,FALSE,0,6571,1658290
0,0,0,0,0,1,1,FALSE,5220,13,0,0,FALSE,0,5220,0
0,0,0,0,0,2,2,FALSE,5219,14.5,0,0,FALSE,0,5219,0
0,0,0,0,0,3,3,FALSE,2559,10.33333333,0,0,FALSE,0,2559,0
0,0,0,0,0,2,2,FALSE,2556,11,0,0,FALSE,0,2556,0
6.412911511,0,0.155935412,0,17,9,0,FALSE,2554,11.44444444,9,0,FALSE,0,2554,0
6.073088149,0.347210857,0.164660874,0.009090909,17,11,1,FALSE,5182,61.36363636,10,0,FALSE,0,5182,74184743
8.731698774,0.283401397,0.114525252,0,20,6,1,FALSE,5181,8,5,0,FALSE,0,5181,51929413
7.228371278,0.570006282,0.138343752,0,18,13,3,FALSE,3240,9.461538462,10,0,FALSE,0,3240,100119763
0,0,0,0,0,2,2,FALSE,3166,12,0,0,FALSE,0,3166,0
0,0,0,0,0,2,2,FALSE,5185,12.5,0,0,FALSE,0,5185,0
7.168709866,3.88855132,0.139495114,0,18,14,4,FALSE,5184,8.571428571,10,0,FALSE,0,5184,681676722
0,0,0,0,0,4,4,FALSE,5183,12.25,0,0,FALSE,0,5183,0
0,0,0,0,0,5,5,FALSE,2830,10.4,0,0,FALSE,0,2830,0
0,0,0,0,0,1,1,FALSE,2553,11,0,0,FALSE,0,2553,0
7.36800934,0.791339082,0.135721869,0,18,11,1,FALSE,2549,8.545454545,10,0,FALSE,0,2549,141922491
0,0,0,0,0,1,1,FALSE,5189,11,0,0,FALSE,0,5189,0
0,0,0,0,0,1,1,FALSE,5188,11,0,0,FALSE,0,5188,0
0,0,0,0,0,5,5,FALSE,5187,11.8,0,0,FALSE,0,5187,0
6.206538237,2.211735643,0.161120412,0,17,14,5,FALSE,5186,13.28571429,9,0,FALSE,0,5186,401310800
0,0,0,0,0,1,1,FALSE,5180,15,0,0,FALSE,0,5180,0
0,0,0,0,0,4,4,FALSE,5179,13.5,0,0,FALSE,0,5179,0
0,0,0,0,0,6,6,FALSE,5178,12.5,0,0,FALSE,0,5178,0
0,0,0,0,0,1,1,FALSE,5177,15,0,0,FALSE,0,5177,0
0,0,0,0,0,2,2,FALSE,5175,16,0,0,FALSE,0,5175,0
0,0,0,0.033333333,0,6,6,FALSE,2793,13.5,0,0,FALSE,0,2793,0
6.167425569,0.583455044,0.162142208,0.009090909,17,11,1,FALSE,2548,37.90909091,10,0,FALSE,0,2548,114917308
6.586923526,0.936365084,0.151815942,0,17,11,1,FALSE,2544,11.63636364,10,0,FALSE,0,2544,183080742
0,0,0,0,0,2,2,FALSE,5174,10.5,0,0,FALSE,0,5174,0
0,0,0,0.013888889,0,9,9,FALSE,5195,15.33333333,0,0,FALSE,0,5195,0
6.790309399,1.889803084,0.147268694,0,16,13,3,FALSE,5194,19.61538462,10,0,FALSE,0,5194,353603112
0,0,0,0,0,3,3,FALSE,2541,11,0,0,FALSE,0,2541,0
8.224258697,0,0.121591506,0,18,7,0,FALSE,2539,9.142857143,7,0,FALSE,0,2539,0
0,0,0,0,0,6,6,FALSE,2537,12.66666667,0,0,FALSE,0,2537,0
0,0,0,0,0,1,1,FALSE,2536,10,0,0,FALSE,0,2536,0
6.634644566,0,0.150723975,0,18,10,0,FALSE,2535,8,10,0,FALSE,0,2535,0
0,0,0,0,0,3,3,FALSE,5176,12.66666667,0,0,FALSE,0,5176,0
0,0,0,0,0,2,2,FALSE,5173,15,0,0,FALSE,0,5173,0
0,0,0,0,0,1,1,FALSE,5169,13,0,0,FALSE,0,5169,0
0,0,0,0,0,1,1,FALSE,2531,14,0,0,FALSE,0,2531,0
6.139988325,1.09047999,0.162866759,0.006410256,16,13,3,FALSE,2530,48.30769231,10,0,FALSE,0,2530,198473046
0,0,0,0,0,2,2,FALSE,2528,13.5,0,0,FALSE,0,2528,0
6.77793345,0.473130272,0.147537595,0.009090909,17,11,2,FALSE,2527,12.45454545,9,0,FALSE,0,2527,78693536
0,0,0,0,0,1,1,FALSE,2526,14,0,0,FALSE,0,2526,0
6.515002919,1.511384559,0.153491873,0,17,14,4,FALSE,2524,8.857142857,10,0,FALSE,0,2524,262473040
0,0,0,0,0,1,1,FALSE,5168,13,0,0,FALSE,0,5168,0
0,0,0,0,0,4,4,FALSE,5167,13.5,0,0,FALSE,0,5167,0
0,0,0,0,0,4,4,FALSE,5166,17.5,0,0,FALSE,0,5166,0
1,0.053711691,1,0,1,7,2,FALSE,5165,9.571428571,5,0,FALSE,0,5165,10811326
0,0,0,0,0,5,5,FALSE,5164,12.8,0,0,FALSE,0,5164,0
8.179100992,1.109478988,0.122262826,0,17,13,3,FALSE,2523,7.461538462,10,0,FALSE,0,2523,197238825
9.178283713,0.676002854,0.108952832,0,18,4,3,FALSE,2522,12.5,1,0,FALSE,0,2522,124603901
0,0,0,0,0,4,4,FALSE,5163,13.25,0,0,FALSE,0,5163,0
0,0,0,0,0,1,1,FALSE,5162,17,0,0,FALSE,0,5162,0
0,0,0,0,0,5,5,FALSE,5160,15,0,0,FALSE,0,5160,0
0,0,0,0,0,2,2,FALSE,5159,17,0,0,FALSE,0,5159,0
0,0,0,0,0,3,3,FALSE,5158,22.66666667,0,0,FALSE,0,5158,0
0,0,0,0,0,1,1,FALSE,5172,11,0,0,FALSE,0,5172,0
0,0,0,0,0,1,1,FALSE,5171,11,0,0,FALSE,0,5171,0
0,0,0,0,0,6,6,FALSE,5170,11.66666667,0,0,FALSE,0,5170,0
1,0.023570573,1,0,1,4,3,FALSE,2521,12.25,1,0,FALSE,0,2521,3674288
7.251255108,2.302966114,0.13790716,0.007352941,19,17,7,FALSE,2520,11.17647059,10,0,FALSE,0,2520,406564669
0,0,0,0,0,1,1,FALSE,2518,9,0,0,FALSE,0,2518,0
7.699696545,0.010594172,0.129875248,0,17,11,1,FALSE,2517,5.454545455,10,0,FALSE,0,2517,1660968
0,0,0,0,0,1,1,FALSE,2516,9,0,0,FALSE,0,2516,0
7.515176278,0.013262525,0.133064078,0,18,2,1,FALSE,2515,16,1,0,FALSE,0,2515,2492625
7.641273915,0,0.130868231,0,18,9,0,FALSE,2514,8.111111111,9,0,FALSE,0,2514,0
6.278108581,2.410667894,0.159283642,0,18,12,2,FALSE,5156,11.33333333,10,0,FALSE,0,5156,472125668
6.095388208,4.839902816,0.16405846,0,18,11,2,FALSE,5155,16,9,0,FALSE,0,5155,984505766
0,0,0,0,0,1,1,FALSE,5154,12,0,0,FALSE,0,5154,0
0,0,0,0,0,2,2,FALSE,5153,13,0,0,FALSE,0,5153,0
0,0,0,0,0,3,3,FALSE,5152,11,0,0,FALSE,0,5152,0
0,0,0,0,0,1,1,FALSE,2512,14,0,0,FALSE,0,2512,0
6.556450671,1.471288155,0.152521547,0.005494505,16,14,4,FALSE,2511,11.21428571,10,0,FALSE,0,2511,243787766
0,0,0,0,0,1,1,FALSE,2510,1,0,0,FALSE,0,2510,0
1,0,1,0,1,1,0,FALSE,2509,1,1,0,FALSE,0,2509,0
0,0,0,0,0,1,1,FALSE,2508,10,0,0,FALSE,0,2508,0
6.838800047,0,0.146224483,0,18,10,0,FALSE,2504,9.7,10,0,FALSE,0,2504,0
0,0,0,0,0,7,7,FALSE,5147,10.57142857,0,0,FALSE,0,5147,0
0,0,0,0,0,6,6,FALSE,2567,10.5,0,0,FALSE,0,2567,0
0,0,0,0,0,1,1,FALSE,2503,15,0,0,FALSE,0,2503,0
0,0,0,0,0,1,1,FALSE,2502,15,0,0,FALSE,0,2502,0
0,0,0,0,0,1,1,FALSE,2500,15,0,0,FALSE,0,2500,0
6.369760654,1.538600522,0.15699177,0.009090909,18,11,1,FALSE,2499,10.81818182,10,0,FALSE,0,2499,268840991
0,0,0,0,0,3,3,FALSE,5157,15.33333333,0,0,FALSE,0,5157,0
6.513485114,1.760538292,0.15352764,0,17,13,3,FALSE,2683,10.92307692,10,0,FALSE,0,2683,325877167
6.519089317,7.192318293,0.153395659,0,17,12,3,FALSE,5151,23.83333333,9,0,FALSE,0,5151,1407407377
0,0,0,0,0,3,3,FALSE,5150,16,0,0,FALSE,0,5150,0
0,0,0,0,0,1,1,FALSE,5149,22,0,0,FALSE,0,5149,0
0,0,0,0,0,2,2,FALSE,5148,17.5,0,0,FALSE,0,5148,0
0,0,0,0,0,4,4,FALSE,2797,13.75,0,0,FALSE,0,2797,0
0,0,0,0,0,3,3,FALSE,7854,12.66666667,0,0,FALSE,0,7854,0
0,0,0,0,0,7,7,FALSE,6713,11.28571429,0,0,FALSE,0,6713,0
0,0,0,0,0,3,3,FALSE,2767,12.66666667,0,0,FALSE,0,2767,0
0,0,0,0.5,0,2,2,FALSE,2497,13,0,0,FALSE,0,2497,0
0,0,0,0,0,1,1,FALSE,2491,11,0,0,FALSE,0,2491,0
6.827203736,0.415244641,0.146472852,0,16,5,1,FALSE,5142,12.2,4,0,FALSE,0,5142,67268064
6.523642732,1.371206573,0.153288591,0,16,12,2,FALSE,5141,8.166666667,10,0,FALSE,0,5141,235468918
0,0,0,0,0,4,4,FALSE,5140,13,0,0,FALSE,0,5140,0
6.293870403,5.666341581,0.158884746,0.005494505,15,14,4,FALSE,3044,11.71428571,10,0,FALSE,0,3044,980126617
7.146409807,2.052404208,0.139930402,0.021978022,18,14,4,FALSE,5146,15.35714286,10,0,FALSE,0,5146,386475625
0,0,0,0,0,1,1,FALSE,5145,14,0,0,FALSE,0,5145,0
0,0,0,0,0,3,3,FALSE,5144,18.33333333,0,0,FALSE,0,5144,0
0,0,0,0,0,2,2,FALSE,5143,12.5,0,0,FALSE,0,5143,0
0,0,0,0,0,2,2,FALSE,5137,18,0,0,FALSE,0,5137,0
0,0,0,0,0,7,7,FALSE,5139,12.85714286,0,0,FALSE,0,5139,0
0,0,0,0,0,3,3,FALSE,5138,15,0,0,FALSE,0,5138,0
0,0,0,0,0,1,1,FALSE,2481,16,0,0,FALSE,0,2481,0
0,0,0,0,0,1,1,FALSE,5133,20,0,0,FALSE,0,5133,0
6.63117338,8.401861137,0.150802873,0,17,17,7,FALSE,5132,9.411764706,10,0,FALSE,0,5132,1827992113
1,0.061700995,1,0,1,4,3,FALSE,3006,28.5,1,0,FALSE,0,3006,11268181
6.78096906,1.869014687,0.147471547,0,18,11,1,FALSE,5131,13.09090909,10,0,FALSE,0,5131,355434649
0,0,0,0,0,1,1,FALSE,5136,12,0,0,FALSE,0,5136,0
0,0,0,0,0,1,1,FALSE,5135,11,0,0,FALSE,0,5135,0
6.781903094,0.028159156,0.147451237,0,18,10,1,FALSE,5134,17.5,9,0,FALSE,0,5134,5278355
0,0,0,0,0,2,2,FALSE,2467,13,0,0,FALSE,0,2467,0
7.130531232,0.411365085,0.140242005,0,18,11,1,FALSE,2466,10.36363636,10,0,FALSE,0,2466,69435022
6.435493287,1.049389297,0.155388244,0,16,11,1,FALSE,2465,12.18181818,10,0,FALSE,0,2465,189554587
8.115353182,1.020363549,0.123223226,0.037878788,19,12,7,FALSE,2463,12.41666667,5,0,FALSE,0,2463,204374412
0,0,0,0,0,4,4,FALSE,2457,13.25,0,0,FALSE,0,2457,0
0,0,0,0,0,1,1,FALSE,5125,11,0,0,FALSE,0,5125,0
0,0,0,0,0,4,4,FALSE,5124,14.5,0,0,FALSE,0,5124,0
0,0,0,0,0,2,2,FALSE,5123,13,0,0,FALSE,0,5123,0
6.456392294,3.340328758,0.15488526,0,15,11,1,FALSE,5122,12.27272727,10,0,FALSE,0,5122,680356860
0,0,0,0,0,2,2,FALSE,5121,10.5,0,0,FALSE,0,5121,0
7.157384705,2.096137873,0.139715838,0,19,11,1,FALSE,5128,8.363636364,10,0,FALSE,0,5128,402424709
0,0,0,0,0,5,5,FALSE,5127,13.8,0,0,FALSE,0,5127,0
0,0,0,0,0,1,1,FALSE,5126,13,0,0,FALSE,0,5126,0
0,0,0,0,0,1,1,FALSE,5120,13,0,0,FALSE,0,5120,0
6.568709866,3.076075385,0.152236896,0,16,14,4,FALSE,5119,10.64285714,10,0,FALSE,0,5119,605134079
7.079859895,1.638574138,0.141245733,0,18,12,2,FALSE,5118,9.5,10,0,FALSE,0,5118,304380564
6.805954466,1.993156613,0.146930163,0,16,12,2,FALSE,5117,10.83333333,10,0,FALSE,0,5117,395252371
0,0,0,0,0,1,1,FALSE,6850,16,0,0,FALSE,0,6850,0
6.741622884,2.759499452,0.148332237,0,18,12,2,FALSE,6849,10.5,10,0,FALSE,0,6849,520180052
6.955399883,1.516283755,0.143773186,0.019230769,18,13,3,FALSE,6428,9.692307692,10,0,FALSE,0,6428,284677590
7.082078225,0.951458898,0.14120149,0,18,12,3,FALSE,5780,9,9,0,FALSE,0,5780,163094441
6.773847052,2.122670026,0.147626599,0.005494505,16,14,4,FALSE,5483,11.28571429,10,0,FALSE,0,5483,375063196
0,0,0,0,0,1,1,FALSE,2448,12,0,0,FALSE,0,2448,0
0,0,0,0,0,1,1,FALSE,2447,12,0,0,FALSE,0,2447,0
1,0.004642285,1,0,1,3,2,FALSE,2444,12.33333333,1,0,FALSE,0,2444,746668
6.489550496,1.062639832,0.154093878,0.007575758,16,12,2,FALSE,2443,8.75,10,0,FALSE,0,2443,180244325
